text	translation	source	flag
polish	n. 光泽；上光剂；优雅；精良；v. 擦亮；磨光；推敲；完善；Polish.；adj. 波兰的；波兰人的；波兰语的；n. 波兰语	both	review
polishes	（使）光滑，擦亮； 修正； 文饰； （涂蜡等）打光滑	both	G4-verb-sense-lost
politicize	使具有政治性	both	G4-verb-sense-lost
politicizing	使具有政治性	both	G4-verb-sense-lost
polka	波尔卡舞；女用紧身短上衣	both	G4-verb-sense-lost
poll	投票；民意测验；投票数；投票所	both	G4-verb-sense-lost
pollock	n. [动]青鳕；Pollock.；n. 波洛克（男子名）	both	review
pollute	污染；玷污；败坏	both	G4-verb-sense-lost
poly	polytechnic的缩写）工艺专科学校；科技学校；工业学校(或大学)	both	review
pong	乒乓球；恶臭；难闻的气味	both	G4-verb-sense-lost
poo	（英）邮政汇票	both	G4-verb-sense-lost
pool	联营；撞球；水塘；共同资金	both	G4-verb-sense-lost
poops	船尾； 船尾楼； 傻子； 真实的消息	both	G4-verb-sense-lost
populate	居住于；构成人口；移民于；殖民于	both	G4-verb-sense-lost
porn	色情描写，色情文学；黄色书刊，色情照片（等于pornography）	both	review
posed	形成；摆姿势；主张；装模作样	both	G4-verb-sense-lost
position	位置，方位；职位，工作；姿态；站位	both	G4-verb-sense-lost
positionally	位置的, 地位的	both	G4-verb-sense-lost
postpone	使…延期；把…放在次要地位；把…放在后面	both	G4-verb-sense-lost
posts	[劳经] 岗位；帖子；邮件；[测] 标杆	both	G4-verb-sense-lost
posture	姿势；态度；情形	both	G4-verb-sense-lost
posturing	故作姿态；摆姿势；并非由衷的言行	both	G4-verb-sense-lost
potty	便壶；小孩用的拉屎座椅（等于 chair）；小孩用的厕所（等于pottie）	both	review
poultice	膏状药；湿敷药物	both	G4-verb-sense-lost
powders	粉，粉末； 粉状物质	both	G4-verb-sense-lost
pox	痘；疹；发疹的疾病；瘟疫	both	G4-verb-sense-lost
practices	实践；练习	both	G4-verb-sense-lost
practise	练习，实践；实施，实行；从事	both	G4-verb-sense-lost
praise	赞扬；称赞；荣耀；崇拜	both	G4-verb-sense-lost
praising	赞美；溢美之词	both	G4-verb-sense-lost
prance	昂首阔步；（马）后足立地腾跃	both	G4-verb-sense-lost
prank	恶作剧，开玩笑；戏谑	both	G4-verb-sense-lost
prayers	n. 祈祷；祝福；名词prayer复数形式.	both	review
preclude	排除；妨碍；阻止	both	G4-verb-sense-lost
precludes	排除；妨碍；阻止	both	G4-verb-sense-lost
predate	在日期上早于（先于）	both	G4-verb-sense-lost
predetermine	预先确定；预先决定；预先查明	both	G4-verb-sense-lost
predict	作出预言；作预料，作预报	both	G4-verb-sense-lost
predominate	支配，主宰；在…中占优势	both	G4-verb-sense-lost
predominately	占优势地；有影响力地；更大量地；占绝大多数地	both	G4-verb-sense-lost
prefer	更喜欢；宁愿；提出；提升	both	G4-verb-sense-lost
premise	前提；上述各项；房屋连地基	both	G4-verb-sense-lost
premix	预混合料，预拌和料； 预混和	both	G4-verb-sense-lost
preorder	预订； 预次序； 前序	both	G4-verb-sense-lost
prepare	准备；使适合；装备；起草	both	G4-verb-sense-lost
prepay	预付；提前缴纳	both	G4-verb-sense-lost
prepped	进预备学校； 做家庭作业； 使（某人）做好进行手术[考试]的准备	both	G4-verb-sense-lost
preprocess	预处理；预加工	both	G4-verb-sense-lost
preprocessed	[计] 预处理的	both	G4-verb-sense-lost
preps	进预备学校； 做家庭作业； 使（某人）做好进行手术[考试]的准备	both	G4-verb-sense-lost
prequalify	预先具有资格[条件]	both	G4-verb-sense-lost
presented	提出；呈递，提供	both	G4-verb-sense-lost
preserve	保护区；禁猎地；加工成的食品	both	G4-verb-sense-lost
pressurize	密封；增压；使……加压，使……压入	both	G4-verb-sense-lost
pretty	有吸引力的事物（尤指饰品）；漂亮的人	both	G4-verb-sense-lost
prevail	盛行，流行；战胜，获胜	both	G4-verb-sense-lost
preview	预览；试映；事先查看	both	G4-verb-sense-lost
prey	捕食；牺牲者；被捕食的动物	both	G4-verb-sense-lost
prices	[物价] 价格	both	G4-verb-sense-lost
prick	刺，扎；刺痛，刺伤；阴茎；锥	both	G4-verb-sense-lost
pricked	刺，扎，戳； 刺伤； 刺痛； 使剧痛	both	G4-verb-sense-lost
pricks	刺痛； 刺孔； 刺痕； 植物的刺	both	G4-verb-sense-lost
prided	以…而自豪，得意于…； 自豪，骄傲，得意	both	G4-verb-sense-lost
priding	以…而自豪，得意于…； 自豪，骄傲，得意	both	G4-verb-sense-lost
pries	打听，刺探（他人的私事）； 撬开	both	G4-verb-sense-lost
primmer	循规蹈矩的； 整洁的； （人）一本正经	both	G4-verb-sense-lost
primp	精心打扮；装饰	both	G4-verb-sense-lost
print	印刷业；印花布；印刷字体；印章；印记	both	G4-verb-sense-lost
prized	被看作最重要的，被看作最有价值的	both	G4-verb-sense-lost
prizes	[劳经] 奖品；奖项；奖励	both	G4-verb-sense-lost
probate	遗嘱检验；经认证的遗嘱；遗嘱认证法院管辖范围内的一切事项	both	G4-verb-sense-lost
probes	探索；[电子][医] 探针；试样	both	G4-verb-sense-lost
proceed	开始；继续进行；发生；行进	both	G4-verb-sense-lost
process	过程，进行；方法，步骤；作用；程序；推移	both	G4-verb-sense-lost
procession	队伍，行列；一列，一排；列队行进	both	G4-verb-sense-lost
prods	刺，戳； 刺激； 促使； （用手指或尖物）戳	both	G4-verb-sense-lost
prof	教授（等于professor）	both	review
profane	亵渎的；世俗的；异教的	both	G4-verb-sense-lost
profess	自称；公开表示；宣称信奉；正式准予加入	both	G4-verb-sense-lost
professionalize	使…专业化；使…专业化	both	G4-verb-sense-lost
professionalized	专业化；职业化	both	G4-verb-sense-lost
proffer	提供；提出；提议	both	G4-verb-sense-lost
proffered	提供；提出；提议	both	G4-verb-sense-lost
profile	侧面；轮廓；外形；剖面；简况	both	G4-verb-sense-lost
promotable	promote（促进；增进）的变形	both	G4-verb-sense-lost
promote	成为王后或其他大于卒的子	both	G4-verb-sense-lost
prompt	提示；付款期限；DOS命令：改变DOS系统提示符的风格	both	G4-verb-sense-lost
proof	证明；证据；校样；考验；验证；试验	both	G4-verb-sense-lost
proofed	给（织物）做防护处理，使防水	both	G4-verb-sense-lost
proofread	校对，校勘	both	G4-verb-sense-lost
prop	支撑，支持，维持；使倚靠在某物上	both	G4-verb-sense-lost
propel	推进；驱使；激励；驱策	both	G4-verb-sense-lost
proportion	比例，占比；部分；面积；均衡	both	G4-verb-sense-lost
propose	建议；求婚；打算	both	G4-verb-sense-lost
propound	提出；提议；将…提供考虑	both	G4-verb-sense-lost
prosecute	检举；贯彻；从事；依法进行	both	G4-verb-sense-lost
proselytizing	使改变宗教信仰；劝服	both	G4-verb-sense-lost
prospect	前途；预期；景色	both	G4-verb-sense-lost
prospects	前景；预期；潜在顾客；远景展望	both	G4-verb-sense-lost
prostrated	使俯伏，使拜倒； （指疾病、天气等）使某人无能为力	both	G4-verb-sense-lost
protect	保护，防卫；警戒	both	G4-verb-sense-lost
protestant	n. 抗议者；adj. 抗议的；Protestant.；n. 新教徒；adj. 新教徒的	both	review
provide	提供；规定；准备；装备	both	G4-verb-sense-lost
providence	n. 天意；天命；n. 远见；卓识；先见之明；Providence: 上帝.	both	review
provisions	规定；食品；预备	both	G4-verb-sense-lost
provoke	驱使；激怒；煽动；惹起	both	G4-verb-sense-lost
prudential	adj. 谨慎的；细心的；深谋远虑的；明辨的；咨询的；Prudential.；n. 保诚保险(总部所在地英国)	both	review
pshaw	啐！哼！（表示不耐烦、轻蔑时的叫声）	both	G4-verb-sense-lost
psyche	n. 【C】精神；心灵；灵魂；Psyche：[希神]塞姬（爱神丘比特所爱的美女）.	both	review
puddle	水坑，泥潭；胶土（由粘土与水和成，不透水）	both	G4-verb-sense-lost
puddled	水坑，泥潭；胶土（由粘土与水和成，不透水）	both	G4-verb-sense-lost
puff	粉扑；泡芙；蓬松；一阵喷烟；肿块；吹嘘，宣传广告	both	G4-verb-sense-lost
pugs	哈巴狗； 泥料； 拳师； （兽）脚印	both	G4-verb-sense-lost
puke	呕吐；呕吐物（等于vomit）；吐剂	both	G4-verb-sense-lost
pull	拉，拉绳；拉力，牵引力；拖	both	G4-verb-sense-lost
pulls	拉； 扯； 拉过来； 划（船）	both	G4-verb-sense-lost
pulps	水果的肉质部分； 果肉； 纸浆； 低级书刊	both	G4-verb-sense-lost
pulse	[电子] 脉冲；脉搏	both	G4-verb-sense-lost
pulses	[电子] 脉冲；干豆，豆类	both	G4-verb-sense-lost
pulverize	粉碎；使成粉末；研磨	both	G4-verb-sense-lost
punish	惩罚；严厉对待；贪婪地吃喝	both	G4-verb-sense-lost
puree	浓汤；果泥；菜泥	both	G4-verb-sense-lost
purpose	目的；用途；意志	both	G4-verb-sense-lost
purred	（猫在高兴时）发咕噜声； （人）用轻快的轻声表示满意； 用柔音表示[说出]	both	G4-verb-sense-lost
purrs	（猫在高兴时）发咕噜声； （人）用轻快的轻声表示满意； 用柔音表示[说出]	both	G4-verb-sense-lost
purse	(女士)手提袋；(国家、家庭、团体等的) 财力	both	G4-verb-sense-lost
push	推，决心；大规模攻势；矢志的追求	both	G4-verb-sense-lost
pushes	推动；增加；推行；逼迫	both	G4-verb-sense-lost
pussyfoot	偷偷地走；轻轻地走；谨慎行事	both	G4-verb-sense-lost
pyramids	（埃及）[建] 金字塔；[解剖] 锥体	both	G4-verb-sense-lost
qip	猝灭指示参数	both	G4-verb-sense-lost
quacked	（鸭子）发出嘎嘎声	both	G4-verb-sense-lost
quacks	庸医，骗子(16世纪习惯用水银或汞治疗梅毒的人)	both	G4-verb-sense-lost
quantify	量化；为…定量；确定数量	both	G4-verb-sense-lost
quantitate	测定的数量；估计的数量；用数量来表示	both	G4-verb-sense-lost
quarrel	吵架；反目；怨言；争吵的原因；方头凿	both	G4-verb-sense-lost
quarreled	吵架；争论；挑剔	both	G4-verb-sense-lost
quash	撤销；镇压；宣布无效；捣碎	both	G4-verb-sense-lost
quaver	颤抖；八分音符；颤音	both	G4-verb-sense-lost
queerest	可疑的； （身子）不舒服的； 古怪的； 娘儿们似的	both	G4-verb-sense-lost
queers	同性恋者，假娘儿们，赛妖婆	both	G4-verb-sense-lost
quench	熄灭，[机] 淬火；解渴；结束；冷浸	both	G4-verb-sense-lost
queries	问题；怀疑；问号	both	G4-verb-sense-lost
query	疑问，质问；疑问号 ；[计] 查询	both	G4-verb-sense-lost
querying	质疑，对…表示疑问； 询问	both	G4-verb-sense-lost
quibbles	吹毛求疵的反对意见或批评，遁词，模棱两可的话	both	G4-verb-sense-lost
quickened	加快；变活跃；进入胎动期	both	G4-verb-sense-lost
quiesce	静默，沉寂	both	G4-verb-sense-lost
quieted	安静下来，使…安静，平静； 减轻（病痛、疑虑、恐惧等）； [法律]确定（产权等）	both	G4-verb-sense-lost
quieten	抚慰；使安静	both	G4-verb-sense-lost
quietest	清静的； 僻静的； 不起眼的； 不激动的	both	G4-verb-sense-lost
quiets	安静下来，使…安静，平静； 减轻（病痛、疑虑、恐惧等）； [法律]确定（产权等）	both	G4-verb-sense-lost
quills	（刺猬或豪猪的）刺； 羽毛管； 翮； 纡管	both	G4-verb-sense-lost
quiz	考查；恶作剧；课堂测验	both	G4-verb-sense-lost
rabble	乌合之众；暴民；下层社会；（搅炼用的）长柄耙	both	G4-verb-sense-lost
race	属，种；种族，人种；家庭，门第	both	G4-verb-sense-lost
raced	和…比速度，（使）参加比赛	both	G4-verb-sense-lost
racine	拉辛(①姓氏 ② Baptiste, 1639-1699, 法国剧作家)	both	review
radicalize	使…激进；使…偏激	both	G4-verb-sense-lost
radicalized	使…激进；使…偏激	both	G4-verb-sense-lost
raft	筏；救生艇；（美）大量	both	G4-verb-sense-lost
rafted	筏；救生艇；（美）大量	both	G4-verb-sense-lost
rafts	木筏； 橡皮艇； 充气船； 大量	both	G4-verb-sense-lost
rage	愤怒；狂暴，肆虐；情绪激动	both	G4-verb-sense-lost
raged	发怒；狂暴；狂欢	both	G4-verb-sense-lost
rages	狂怒，盛怒	both	G4-verb-sense-lost
raids	突然袭击； 劫掠，劫夺； 突然查抄[搜捕]	both	G4-verb-sense-lost
railroaded	铁路，铁道； 铁路系统	both	G4-verb-sense-lost
rainier	adj. 多雨的；形容词rainy的比较级形式.；Rainier.；n. 雷尼尔山（美国华盛顿州中西部火山）	both	review
raised	提高；举起；抚育，抚养	both	G4-verb-sense-lost
rake	耙子；斜度；钱耙；放荡的人，浪子	both	G4-verb-sense-lost
rakes	耙子； 放荡的男人，舞台等的倾斜度	both	G4-verb-sense-lost
ram	随机访问内存（ memory的缩写）；随机存取存储器（ memory的缩写）	both	review
ramble	漫步；漫游；闲逛；漫谈；蔓延	both	G4-verb-sense-lost
ramps	[交] 坡道；斜坡	both	G4-verb-sense-lost
ramsay	拉姆齐(①姓氏 ② William, 1852-1916, 英国化学家, 氦的发现者, 曾获1904年诺贝尔化学奖)	both	review
randall	兰德尔（亦作Randal）	both	review
randomize	使随机化；（使）作任意排列或不规则分布	both	G4-verb-sense-lost
randy	adj. 好色的；adj. (苏格兰)粗野的；n. (苏格兰)放荡的女人；Randy.；n. 兰迪(男子名；Randolph的昵称)	both	review
rape	强奸，掠夺；[园艺] 油菜；葡萄渣	both	G4-verb-sense-lost
rapes	芸苔； 强奸罪； 强奸案； 肆意损坏	both	G4-verb-sense-lost
raping	强奸，掠夺；[园艺] 油菜；葡萄渣	both	G4-verb-sense-lost
rapped	突然说出； （公开地）严厉批评； 突然大声说出； 连续敲叩	both	G4-verb-sense-lost
raps	（轻快的）敲击（声）； 说唱音乐； 说唱歌； 速度快的谈话	both	G4-verb-sense-lost
rase	消除（记忆等），破坏	both	G4-verb-sense-lost
rat	鼠；卑鄙小人，叛徒	both	G4-verb-sense-lost
ratchet	棘轮；棘齿	both	G4-verb-sense-lost
rates	价格；[数] 比率；等级	both	G4-verb-sense-lost
ration	定量；口粮；配给量	both	G4-verb-sense-lost
rationality	n. 理性；合理性；rationalities:合理的意见（信仰、行为等）.	both	review
rationed	配给；定量供应	both	G4-verb-sense-lost
ratted	醉了的，喝醉的	both	G4-verb-sense-lost
ravaged	毁坏；破坏；掠夺	both	G4-verb-sense-lost
ravages	毁坏后的残迹；劫掠后的残迹；破坏的结果	both	G4-verb-sense-lost
ravaging	毁坏；破坏；掠夺	both	G4-verb-sense-lost
raved	胡言乱语； 愤怒地说； 咆哮； 痴心地说	both	G4-verb-sense-lost
ravin	捕食； 掠夺； 猎食； 掠夺物	both	G4-verb-sense-lost
rawlings	[英格兰人姓氏] 罗林斯取自父名，来源于Rawling,含义是“罗林之子”	both	review
react	反应；影响；反抗；起反作用	both	G4-verb-sense-lost
reactivate	使恢复活动；使恢复现役；使再开工	both	G4-verb-sense-lost
reacts	反应；影响；反抗；起反作用	both	G4-verb-sense-lost
readjust	使…重新调整；使…重新适应	both	G4-verb-sense-lost
reaffirm	再肯定，重申；再断言	both	G4-verb-sense-lost
reaffirmed	再肯定，重申；再断言	both	G4-verb-sense-lost
realign	重新排列；再结盟；改组；重组	both	G4-verb-sense-lost
ream	令（纸张的计数单位）；大量	both	G4-verb-sense-lost
reamed	令（纸张的计数单位）； 许多（文字）	both	G4-verb-sense-lost
reams	令（纸张的计数单位）； 许多（文字）	both	G4-verb-sense-lost
reanalyze	再分析	both	G4-verb-sense-lost
reanimate	鼓舞；使复活；使恢复生气	both	G4-verb-sense-lost
